Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
DJI,2007,Municipal,9.654016313865626e-05,13334.89,,Estimated,Africa,Eastern Africa,Republic of Djibouti
DJI,2012,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Republic of Djibouti
DJI,2017,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Republic of Djibouti
DJI,2022,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Republic of Djibouti
DMA,2007,Municipal,1.8099167510691178e-06,250.0,,xx,America,Caribbean,Commonwealth of Dominica
DMA,2012,Municipal,5.429750253207354e-06,750.0,,xx,America,Caribbean,Commonwealth of Dominica
DMA,2017,Municipal,5.429750253207354e-06,750.0,,Estimated,America,Caribbean,Commonwealth of Dominica
DMA,2022,Municipal,5.429750253207354e-06,750.0,,Estimated,America,Caribbean,Commonwealth of Dominica
DNK,2007,Municipal,0.013798805310150954,1906000.0,,xx,Europe,Northern Europe,Kingdom of Denmark
DNK,2012,Municipal,0.013856722646185166,1914000.0,,xx,Europe,Northern Europe,Kingdom of Denmark
DNK,2017,Municipal,0.016296490426626335,2251000.0,,xx,Europe,Northern Europe,Kingdom of Denmark
DNK,2022,Municipal,0.016296490426626335,2251000.0,,Estimated,Europe,Northern Europe,Kingdom of Denmark
DOM,2007,Municipal,0.25061762866155207,34617286.75,,Estimated,America,Caribbean,Dominican Republic
DOM,2012,Municipal,0.25041328906035637,34589061.75,,Estimated,America,Caribbean,Dominican Republic
DOM,2017,Municipal,0.02552576814676832,3525820.75,,Estimated,America,Caribbean,Dominican Republic
DOM,2022,Municipal,0.02552576814676832,3525820.75,,Estimated,America,Caribbean,Dominican Republic
DZA,2007,Municipal,0.01444313567353156,1995000.0,,Estimated,Africa,Northern Africa,People's Democratic Republic of Algeria
DZA,2012,Municipal,0.01444313567353156,1995000.0,,Estimated,Africa,Northern Africa,People's Democratic Republic of Algeria
DZA,2017,Municipal,0.01444313567353156,1995000.0,,Estimated,Africa,Northern Africa,People's Democratic Republic of Algeria
DZA,2022,Municipal,0.01444313567353156,1995000.0,,Estimated,Africa,Northern Africa,People's Democratic Republic of Algeria
ECU,2007,Municipal,0.0003553011375688764,49077.0,,Estimated,America,South America,Republic of Ecuador
ECU,2012,Municipal,0.0003553011375688764,49077.0,,xx,America,South America,Republic of Ecuador
ECU,2017,Municipal,0.0003553011375688764,49077.0,,Estimated,America,South America,Republic of Ecuador
ECU,2022,Municipal,0.0003553011375688764,49077.0,,Estimated,America,South America,Republic of Ecuador
EGY,2007,Municipal,0.01444313567353156,1995000.0,,Estimated,Africa,Northern Africa,Arab Republic of Egypt
EGY,2012,Municipal,0.01444313567353156,1995000.0,,xx,Africa,Northern Africa,Arab Republic of Egypt
EGY,2017,Municipal,0.01444313567353156,1995000.0,,Estimated,Africa,Northern Africa,Arab Republic of Egypt
EGY,2022,Municipal,0.01444313567353156,1995000.0,,Estimated,Africa,Northern Africa,Arab Republic of Egypt
ERI,2007,Municipal,9.654016313865626e-05,13334.89,,Estimated,Africa,Eastern Africa,State of Eritrea
